"impervious","albedocheck(rightone)","elevationcheck","canopycheck","Cluster"
-0.476016557257606,-0.972584170859576,2.08683007711879,0.808589550692829,4
0.465507378112266,0.0853481003545032,-0.833643211179109,-0.190540999471108,3
0.619949744420194,0.142450122080198,-0.345412384459796,-0.995970242620471,3
-0.174830963946632,0.142678861632086,0.945430619443712,-0.562381944135695,1
-0.988399514270761,-1.32981521505714,0.528538239244648,1.77511294623359,4
-0.392007819334695,-0.361340047574083,-0.447509224852138,-0.0256677396074851,1
-0.772766853236495,-0.989819871557034,1.47586709831189,0.624554803521223,1
-1.18772539254996,-0.275640916149769,0.728582693157517,-0.573105320530721,1
0.121979528650818,0.0926053970018179,0.861041785161718,-0.0118921017342357,1
0.407367010210929,0.279975749986418,0.172775526001372,-0.0432965656682171,3
0.535014410920676,0.926190107137986,-0.638036032960506,-0.956187870625049,3
1.17331949188432,1.2871002850624,-0.996621619387941,-0.167208014139589,2
-1.72303787446065,-0.76301934197917,1.04431899327836,-0.337657025685951,1
-0.881347370815736,-1.23891660551691,0.379373525625317,1.31677569398484,4
-1.09566332903573,-1.17096484794038,0.282476379133685,1.2431644195864,4
1.27044975182376,2.15075782593226,-0.32048888114023,-1.00376382009024,2
-1.04548501256202,-1.55604959829293,1.83380888092631,1.85431434271846,4
1.25911100979781,1.51668484934659,-0.675209963653903,-0.957087979187085,2
-1.35632607859881,-1.02130063092025,1.06436294016283,2.05432109290414,4
-0.459401285889397,-0.465225767878345,0.845440157078492,0.362652438799214,1
-0.949223805876619,-1.05365890315642,1.6467311214407,1.69390710542637,4
-1.23790452993997,-0.64100876376189,-0.870605594913985,0.249241752242311,1
-0.845214068089759,-0.424421838003527,-0.228283157072604,0.375021061854181,1
-0.450830908129503,-0.260708203224466,-0.522095178302254,0.181526844344533,1
1.11921687892133,5.54303839684002,-0.578421166376095,-1.03982144582274,2
-1.36834884716605,-0.705748038629039,0.358680090441087,-0.789725810308998,1
-0.237435412068713,-0.395860777913505,1.64143742376725,-0.0401521514640288,1
0.978760514207509,1.41030827655104,-0.400168633589297,-0.745027362036033,2
-1.43074877376812,-0.415337934805615,0.196723800793018,-0.254579682535001,1
-1.17269982557083,-0.591275856274774,0.508032050743298,0.867996994531761,1
0.911029408693237,0.504067574183878,-0.0484212191067849,-0.184760742940824,3
0.73229555482224,0.734846600775901,-0.479031058741735,0.237080288405788,3
-0.623618771517365,-0.735217955610115,0.594057233843875,0.574197993376861,1
-0.307841660941008,-0.545546090335127,1.16061895077435,-0.489922547870634,1
0.51587561552346,0.101166261852003,0.181911275417686,0.0918895134917346,3
-2.20945364267694,-1.53270233247976,0.773338580627161,3.25136449055347,4
-0.661763381691612,-1.12166700818533,1.56278786867771,0.759846831345173,4
-1.2284346585683,-1.34570495735932,1.11246735497793,2.31425843019138,4
0.558193560824474,0.257599391054321,0.126283807315877,-0.779856377451452,3
-0.635180013129999,-0.448249632338355,0.943988916709743,-0.49425078356583,1
-0.650822561244543,-1.01210092234251,1.04450704194456,1.17906270137456,4
-0.261965074810412,-0.544019804141096,1.49420306977589,0.162798815749327,1
-0.800749457972184,-0.914771684723763,0.785658805118847,1.16609213961603,4
0.182072911125823,-0.128828366729971,-0.573145401473826,-0.0650153457480021,3
0.344095665334084,-0.300041675945115,-0.0266607692958615,-0.104043984346782,3
1.01886594156927,0.955968359930638,-0.391592009564618,-0.251284332269487,3
0.95515664958088,-0.12296882985135,0.280652438890602,-0.719444962972826,3
0.351762347172644,0.480053789390542,-0.102357686627593,0.286597880336479,3
0.880510411088468,0.818809927595162,-0.709509459402888,-0.553000101687779,3
0.688172133149893,-0.0162152914030804,0.228981469766991,-0.567845924734096,3
1.18402619873382,0.460845210058049,-0.313138051767254,-0.651124426374266,3
0.56889123368569,0.56275721429168,-1.02303296237034,-0.0469189385902881,3
0.180798985868339,-0.0500121184849325,0.515903602377562,-0.689895475390948,3
1.35729844573118,0.735201673469418,-1.19174594364764,-1.06825341927056,2
-1.34233641806354,-1.27876821160535,0.935066334253085,1.32553578989026,4
1.16644135095771,0.0375700865760097,-1.40037494459074,-0.935751187120463,3
-0.994704456263918,-0.429861580380278,-1.07950198382023,1.24520155259314,1
-1.08555734136093,-0.269348345311254,-0.729953598550431,-0.342999903008049,1
-2.01694006783817,-0.655139612163245,0.458544409183467,0.0072816103564048,1
-0.726022054313774,-0.294902493192244,1.62476795347054,1.11791083203488,4
1.34919411778371,0.331833032196019,-0.974818076098558,-1.11158266488762,3
-1.05058121395997,-0.709932704311827,1.56825309922993,1.4014473502133,4
0.32151492822112,0.0789764516688138,1.65556800780285,-0.103645664422664,1
1.33199841169134,2.258306768687,-0.837043172008864,-1.04339568717479,2
0.531346212948955,-0.318147472228808,-0.647205098434639,0.00378525899102311,3
1.30508662579645,1.06577805977668,-0.899762062922639,-0.973505931024161,2
0.398332990659717,-0.180290259703699,-0.842664100859798,-0.715219700439496,3
-0.792786120442384,-0.646162342431467,-0.308073709168246,0.937386037209802,1
0.378120139666063,0.097425197768797,-0.678223580075115,-0.935233017120446,3
-0.820364654545288,-0.255774032681544,-0.00154828860254834,-1.07481414238703,1
-1.86521241305328,-0.79683192082584,0.863472710916167,0.367003248968751,1
-0.709177391571201,-0.623966590443321,1.00322749639265,0.740935745898335,1
-0.814034232874244,-0.734399103106895,-0.763980415832557,0.400954253473545,1
0.726190369125499,0.946156366297165,-0.421758981987971,-0.443211478641031,3
-0.126707694122761,-0.220645842510547,1.2908879696066,0.0417281147703775,1
0.488642702813732,0.116480925165727,-0.345031206520389,-0.209647242787471,3
0.607249497096348,-0.162371570459311,0.63825652213055,-0.361065947820877,3
-0.499704917624881,-0.909437020575608,0.939917413944094,0.726542083187684,1
0.0895544142470983,1.04458348198478,-0.354690834148477,0.36275750906195,3
-1.28848266391828,-0.514205621373505,1.00450451995955,-0.0539095882497714,1
-0.660067431189417,-1.30943853269921,1.88525744023896,1.84909947157036,4
1.28203150070706,-0.428704124750301,-1.06257130437505,-1.07788534474844,3
-1.0463618840664,-1.01175597863194,0.197529525840141,0.828738591025189,1
-0.648202032274332,-1.25088459703616,0.252414474025306,1.26845575781741,4
0.762009749554339,-0.367151172699567,-0.903642239519793,-0.644347931983082,3
-1.67878906759833,-1.7242597039424,1.39727277946794,3.54090886154839,4
1.3009871144986,1.77365650864619,-1.38681477110123,-0.960634163121347,2
0.861399292297487,0.352904626588676,-0.926724594480773,-0.372479961732233,3
0.869888160888368,0.0540820834053255,-0.760584182764034,-0.466382569253079,3
1.05939507509957,0.112820414411463,0.13110850664358,-0.884411872513693,3
0.973812171560151,0.465392405598964,-0.651823544255805,-0.856775522016789,3
0.907859170722741,-0.107851322804107,-0.0967863622941624,-0.490299909381586,3
0.858450549268502,-0.364948238542419,-0.364571383741654,-0.394504424903739,3
0.97100614678216,0.11228014881715,-0.690183145090041,-0.554740434736754,3
-0.110307764733039,2.04531176371965,-0.214887329930968,-0.700558018938939,2
-0.648202032274332,-0.387124689633927,-0.0402460173460381,0.799932633530225,1
1.37922692576315,2.23668414167092,-1.34978240287768,-1.16575659104732,2
-1.75064000795223,-1.57706520413418,1.08658137986352,2.38502423596443,4
0.356458809248509,-0.247868162102585,1.11264016803001,-0.583371957293724,1
-2.0830627637994,-1.22509704389066,0.861809234837204,2.8304883999703,4
-0.628973221451723,-0.891467487027061,1.22744194413178,0.841496376506822,1
0.626327001319953,-0.81217390049121,-1.28323723780106,0.37443842935892,3
0.489588871380087,0.654756094573919,-0.921407130325158,-0.300162374150791,3
-0.69390917737424,-0.181507213139014,0.736599802307529,-0.00409688087646387,1
0.983454482261513,1.06704813055563,-1.27485081983202,-0.733636466452069,2
1.00444247759514,0.031035257582383,-1.13892602130546,-0.634798032644645,3
0.10704780803975,0.657131859487322,-1.31235735899977,-0.618073440674672,3
0.916602664090987,1.38058453682803,-1.36504572331015,-0.90392543394556,2
-0.905714969045952,-1.43254926202484,0.882228944915912,1.78963195034234,4
1.15588395314425,0.451591147922218,-1.41097869188875,-0.49662712074887,3
-0.630219157372958,-0.732445126589642,0.56163062699295,0.693129716089482,1
-0.806559332716744,-0.503363980733452,-0.823968811902742,0.117708088532398,1
1.2651619485645,0.720856640944424,-1.35866473156476,-1.03358529777766,2
-1.4143045109898,-1.04376456168916,0.831137231456658,1.20561001157434,4
-0.35536560714788,-0.240472568947958,1.36928164779277,0.436096641715627,1
1.04178882095401,0.990030055928745,-0.192071196190943,-0.633684679690132,3
1.32590085269782,1.2306844022366,-0.990684170918751,-0.957467642667929,2
-2.20670236910615,-0.495560117785898,0.171117522598655,-0.888061980407996,1
0.399672088852109,-0.402025221105538,0.733469919511776,-0.0130311483090191,1
1.30732035855802,0.748498156870049,-1.05020962813019,-1.093480946469,2
1.20395720571152,1.08172690110533,-0.839767632968918,-1.05758081841145,2
1.11607678812418,-0.497594089341694,-0.190843602572463,-0.409743564163241,3
1.20690295044149,0.627862488393004,2.03032465736754,-0.723455096932018,3
0.750189481489393,0.116689366873837,-0.969744401424047,-0.583641340617562,3
0.872070910839415,1.15233452586383,-1.36955564071909,-1.06013297549308,2
-0.392923113630422,-0.42464635049954,0.167966212287894,0.671501576724511,1
-0.598630959305217,-0.396366030724248,-0.703523608227381,1.09481403149769,1
1.22348488869934,0.654555628442931,-1.12604763685385,-0.81400104079349,3
-0.0788458665905597,-0.660552955379719,2.00332928070019,0.372639467954358,1
1.141525005372,0.206086613898548,-1.16911698288355,-1.0249332650518,3
-2.09992562742879,-0.856674310973116,-1.18105444408989,-0.684281889366749,1
-1.79013870390479,-0.0989140505916016,-1.04705957419962,-0.877825423795259,1
-0.152602943289036,-0.556697901169494,0.636949322163206,0.183417328698594,1
1.20958987590279,0.61177036582133,-1.17135723083203,-0.853285514964765,3
0.0099675692660482,-0.514604599619084,0.724148398586029,0.333584190906319,1
-0.31555399745248,-0.589561266704869,1.18801863979386,0.479727950688332,1
0.785825285490915,4.66871559521819,-1.37342351487659,-1.09017205573565,2
0.298284209138021,-0.52024564556242,-0.918914141509996,-0.13366908168641,3
0.266463934126921,-0.639783595482138,2.00206578326346,0.0245717568720057,1
-1.39956831309258,-1.2186504646579,-0.315253802990597,1.54832627380307,4
-1.07661262577432,-0.406142652673179,-0.797370844220654,0.59582723731499,1
-1.42644279811506,-1.46638975539144,1.76055043823363,2.23743356584644,4
1.13901805994286,1.5224229979414,-1.40839247612036,-0.946141122451005,2
-2.38969019553801,-0.630500821268663,0.019121128202789,-0.0560731814661916,1
1.19994812029721,1.3524207402345,-0.60081039955848,-0.887271223931508,2
0.647877578403063,-0.0385529289082443,-0.173852301102057,0.0907568900892753,3
-0.158734394397825,-0.368795337923475,-0.124873978174837,0.958355996094619,1
0.229872825933511,0.211043554714158,-0.356327924691718,-0.759772755779302,3
0.238125712364985,0.847195524988477,-0.957860557238021,-0.424883836184384,3
0.841055575520367,-0.409337748624429,0.301019198932221,-0.474822391515128,3
0.764271964201933,-0.303439550944717,-0.0230428761582848,0.112869651207141,3
-0.437797443066659,-0.988697149565427,0.0245574547692474,1.32345837199969,1
-0.155424217564333,-0.0267830507247294,-0.779585120986904,0.0355945810241054,3
-1.1750770075898,-1.47624992151074,1.29687887552703,2.55751172714389,4
-2.52279663873528,-1.85547290182307,1.17187740521198,4.2776807651784,4
0.630989121731161,-0.429084719290611,-0.175864448028693,0.229346820690139,3
0.479986128843741,0.287665641936884,-0.564850420491249,-0.625427010632631,3
1.00771239825758,0.479858587140456,-0.357823781342929,-0.847823110176608,3
1.16170031312748,1.24449554962898,-1.22485305744936,-0.895234766897839,2
1.04344709139864,1.79874197173754,-0.589669912444858,-1.05356923158534,2
-0.274863706327738,-0.308601503970274,-0.163287421805408,-0.0563207460474473,1
-2.52989824871162,-0.598569162652799,0.704014704569728,-0.74649613864902,1
-0.204485915886713,-0.462138980264425,0.0764584487953565,0.362372550256288,1
-0.490587680616954,-0.705145244510082,1.84253386979629,0.147169060100969,1
0.519682861077638,-0.155261542843573,2.10105827760208,-0.194157134320373,1
0.18643299688955,0.0517901418074852,1.68173341061299,0.276544774486863,1
-0.0246335401204176,1.65344765317888,-1.18859990842678,-0.696119354733306,2
0.413966235056345,-0.747460905150681,0.0483043345060347,0.584211682338901,1
1.24804655544884,1.65469882184005,-0.684155796902709,-1.0872608281517,2
-0.0986252346936157,-0.313971061268342,-0.7871845553616,-0.0926568662715892,3
1.14428556311509,1.82590814326664,-0.923466247715728,-1.09800309011911,2
1.21950807311335,1.10830551186778,-1.23399003045274,-0.870584918482499,2
1.20325024042371,1.47737845371028,-1.34576361878689,-0.994593623169266,2
1.01722473836515,0.40911477940259,-0.916989742317236,-0.755632904735116,3
-1.19080858212107,0.0717627415504767,-0.877252896121765,-0.496658562475856,1
-0.719589573202675,0.31939930685067,0.375237381090252,0.728434488086151,1
-0.495972047086273,-0.44778896300373,2.23574781504789,-0.0258871723478088,1
-1.02864069382246,-0.731948128501222,2.10849939488312,1.10332569318269,4
0.0520109532513076,0.31779434158832,-1.22429095566771,-0.217927504884028,3
0.643673017184402,0.267278671084467,-0.56523771145218,-0.918772075865572,3
-1.24351478520749,-0.175035670349859,-0.188356382554445,-1.08351234758524,1
1.10342058100455,0.0497873946361259,-0.619919805184912,-0.903723724155497,3
1.16765345340056,0.598318199155258,-0.830638197263923,-0.623719739752871,3
1.15818373448477,1.41961780882576,-0.875489789455775,-1.07995052367269,2
-0.427275008468765,0.137520298226807,-1.31595063629252,-0.800875917980299,3
1.20890743255721,0.471608490652869,-0.78318786126904,-0.939154492353508,3
0.960352048939264,0.0255599441316638,-0.559633606923375,-0.508391756957685,3
-1.44060272841556,-0.648468041899845,1.89464531060774,-0.0933365215816106,1
0.134587391619416,-0.186066890458126,-0.563254883856425,-0.989097069217714,3
0.51314824234398,0.24713778666418,0.132083501636854,0.163572981887456,3
-1.29554257916551,-1.49330621160081,1.98113169618653,2.52657981844571,4
-0.772025909832675,-0.944531992467887,2.1898002871746,1.3501554698771,4
0.201917663256547,-0.223906178682663,-1.22860864103683,-0.459333664722835,3
-0.938288477750421,0.260219687162316,-1.14442308524205,1.30021758484757,1
0.835624913281607,0.162752352425684,0.469439133021498,-0.199945648041578,3
0.754205509510015,2.09895218558453,-0.998288354607119,-0.661291190830433,2
0.637259147418259,0.599689280618475,0.0840577541182377,-0.838128417397444,3
-0.00773726519816644,0.727382577169558,0.852017475220012,-0.181113607208099,1
-0.912857558381495,-0.0650954501842035,-0.811970797464333,-0.825423745510554,1
1.22115791157498,-0.300482685482131,-1.0178092917287,-0.891343245421645,3
