"landcovercheck","albedocheck","elevationcheck","canopycheck","Cluster"
-0.403125868840726,-0.902678679263682,2.04162154229482,0.463258113166651,1
-0.403125868840726,0.20881231578914,-0.714953129154564,-0.704241265078925,3
-0.403125868840726,0.161423745872808,-0.28886799256566,-0.935965042777607,3
-0.403125868840726,0.66512258247272,1.11976175807067,-0.228824067419729,1
2.19768618819622,-1.26185463957343,0.638807462749495,1.63918969261687,2
-0.403125868840726,0.0186099080760189,-0.458365702208843,-0.394064380803603,3
1.82614160861951,-2.00683438539463,1.09121334909226,3.16861901199434,2
-0.403125868840726,-0.396353671259224,0.545250000896388,0.469688671477134,1
-0.403125868840726,-0.0530843777007094,0.787838433535571,0.562392513635767,1
-0.403125868840726,-0.205137400723039,0.0623952060388973,0.302982618629216,3
-0.403125868840726,0.498165840473799,-0.702821255237171,-0.890892658290185,3
-0.403125868840726,1.4263915594271,-0.996751914958257,-0.929074476768685,4
-0.403125868840726,-0.708353448062859,0.970205758919093,0.589324296238052,1
-0.403125868840726,-1.18858358633349,0.518378918012853,0.618429908391112,1
-0.403125868840726,-0.768713504541186,0.439027837731667,0.715267467371149,1
-0.403125868840726,0.784873406868099,-0.377939303515128,-0.17837226466003,3
2.19768618819622,-1.65772559469801,1.77322044554971,1.85207485905922,2
-0.403125868840726,1.30618751856293,-0.747173935516924,-0.907042162830378,4
-0.403125868840726,-0.687159811452363,1.06225988513434,0.720984556833222,1
-0.403125868840726,-0.48384154818701,0.994130051118846,0.905226811942505,1
2.19768618819622,-1.4093731320845,1.63860543412587,1.79753541268011,2
-0.403125868840726,-0.156431174763962,-0.851186087552588,0.220751121110211,3
-0.403125868840726,-0.724643485726716,-0.170938129255477,0.485256213494945,1
-0.403125868840726,-0.254342116405951,-0.475852065722765,0.0725619140673823,3
-0.403125868840726,1.04828250667356,-0.383361791436842,-0.947694732745237,4
-0.403125868840726,-0.502800664687148,0.335971459943415,-0.0806375313822726,1
-0.403125868840726,-0.540732447402708,1.53192143787515,0.347505860490729,1
-0.403125868840726,1.5600429937183,-0.410986106092761,-0.765518182067332,4
-0.403125868840726,-0.861837740415224,0.147695787084807,0.179958898368567,1
-0.403125868840726,-0.600593799082354,0.715505763286441,0.499130718085439,1
-0.403125868840726,0.530989541833084,-0.0413979028695578,-0.23180622457308,3
-0.403125868840726,0.668904781173399,-0.384606006385959,0.148139861078294,3
-0.403125868840726,-0.910475411267205,0.786291964679657,0.666159371287069,1
-0.403125868840726,-0.897681845371392,1.20275340809897,-0.180557522438704,1
-0.403125868840726,0.0574749543161841,0.23243986695809,-0.355539349422613,3
-0.403125868840726,-0.754833971980256,0.912699222888763,0.865365335476666,1
2.19768618819622,-1.28092349801363,1.64274905580917,1.17989670665204,2
1.82614160861951,-1.76151221982091,1.09855670313378,2.55456645421738,2
-0.403125868840726,0.614728126511598,0.0999002387565241,0.168780297251301,3
-0.403125868840726,-1.11162276280784,1.22163735461561,1.01145254135642,1
2.19768618819622,-1.61987876654654,1.01892301971519,1.97499647013146,2
-0.403125868840726,-0.95546019716954,1.50170054545147,0.799361237742842,1
2.19768618819622,-1.30660499389385,0.654163671622476,1.38022839197811,2
-0.403125868840726,0.281777371292231,-0.583170093171518,-0.202169142071298,3
-0.403125868840726,0.0971412618943472,0.145105180678375,-0.371738748277524,3
-0.403125868840726,1.1265405541316,-0.401177386887353,-0.69640430562472,4
-0.403125868840726,0.14938600675382,0.203462715574459,-0.778475013870476,3
-0.403125868840726,0.608322552379369,-0.0432024988374961,-0.343408354416963,3
-0.403125868840726,1.81419408924921,-0.793301365929342,-0.931116213094145,4
-0.403125868840726,0.615573962111387,0.327007372203234,-0.706966802273913,3
-0.403125868840726,0.909204518948181,-0.28902659208303,-0.805051602634579,3
-0.403125868840726,0.371047143317405,-1.01884571424026,-0.32114772576142,3
-0.403125868840726,0.549411992824259,0.537424153634708,-0.77095806120408,3
-0.403125868840726,1.00290725238869,-1.03942177409923,-1.32897101503518,4
2.19768618819622,-1.42952048333893,1.22525984758156,1.60088956973219,2
-0.403125868840726,1.06488370387057,-1.37608212948049,-1.21122215283362,4
-0.403125868840726,0.369957359073777,-1.06285807642934,0.414334697087898,3
-0.403125868840726,0.200104042820438,-0.775286249140679,0.157751675382594,3
4.42695366565645,-0.523459571462292,0.545884773062356,-0.291780740966729,2
2.19768618819622,-1.45662184958235,1.82316568502567,1.82019910457773,2
-0.403125868840726,0.23348833676528,-0.937630687770605,-1.26767501820882,3
-0.403125868840726,-0.764497015958142,1.86076277812586,0.932994806918433,1
-0.403125868840726,-0.827629225892595,1.51810602513172,0.906031462482894,1
-0.403125868840726,2.39655020598966,-0.892842230037936,-1.28472619450789,4
-0.403125868840726,-0.247378906967294,-0.517079591572096,0.173707577643866,3
-0.403125868840726,1.50188326044985,-0.936597541913468,-1.28144503451296,4
-0.403125868840726,0.530126338939497,-0.776356292204019,-0.783941951538547,3
-0.403125868840726,-0.170065091850997,-0.152802163780681,-0.0347619555634163,3
-0.403125868840726,0.104911324616993,-0.617196150839656,-0.359897254159511,3
-0.403125868840726,-0.75024943656735,-0.43790186888798,1.10820973260677,1
1.82614160861951,-0.895803166593397,0.478003131194431,1.5079248950394,2
-0.403125868840726,-0.613321014388241,1.05967084147718,0.18417476993382,1
-0.403125868840726,-0.199821073147325,-0.720348590611964,-0.464225347134629,3
-0.403125868840726,0.426747925873913,-0.419506272154978,-0.731905086907753,3
-0.403125868840726,-0.623083691788439,1.30786949585813,0.705475444206386,1
-0.403125868840726,0.322830589013486,-0.319259209407798,-0.49621059183583,3
-0.403125868840726,-0.602955858576267,0.64119488980705,0.31551445541424,1
-0.403125868840726,-1.00541385723421,0.879989376617695,0.686558282947798,1
-0.403125868840726,0.413261388824957,-0.60170148131025,0.10745429742192,3
-0.403125868840726,-1.23557297733603,1.04816670548085,0.365100025537462,1
-0.403125868840726,-0.826901036233454,1.77162123122972,0.502477582318709,1
-0.403125868840726,1.26501434284643,-1.13039700657778,-1.28858620809309,4
1.82614160861951,-1.36283792538756,-0.0959842393048937,1.25564133489842,2
-0.403125868840726,-1.3421902025044,0.194158819777875,1.5583188360788,1
-0.403125868840726,-0.264399661419731,-0.856378967198634,-0.188808804702343,3
2.19768618819622,-1.90598530628427,1.1984916489925,2.73096957762976,2
-0.403125868840726,1.87073554560921,-1.32955411810059,-1.0162213373368,4
-0.403125868840726,0.0604855720075825,-0.887674533668358,-0.494400952226833,3
-0.403125868840726,0.481830690861037,-0.77490866590198,-0.771331833295597,3
-0.403125868840726,0.312337356130842,0.134707840450792,-0.770371185541228,3
-0.403125868840726,0.285102213333333,-0.535799782301533,-0.916532281076686,3
-0.403125868840726,0.407945383861512,-0.122210333816648,-0.774510778574448,3
-0.403125868840726,0.113011796071487,-0.212502483233821,-0.471128767242056,3
-0.403125868840726,0.184402288628534,-0.659150898319274,-0.614397927263623,3
-0.403125868840726,0.802272424205573,-0.106186559929102,-0.300677970113005,3
-0.403125868840726,-0.279725518549901,0.0812370412791869,0.144671342066205,3
-0.403125868840726,0.0772419457058286,-1.0725062012037,-0.345607681896905,3
1.82614160861951,-1.57581321053512,1.29040873226462,1.91771090144054,2
-0.403125868840726,-0.286919288223247,1.24789670437849,-0.434986934169523,1
1.82614160861951,-1.74855740155946,0.484608218928652,2.82711699213533,2
-0.403125868840726,-0.548117472382675,1.25059933207838,0.108351018239368,1
-0.403125868840726,1.23636459901944,-1.28573873794264,-0.817679732116456,4
-0.403125868840726,0.478700545324089,-1.13061512142121,-0.0425634982739113,3
2.19768618819622,-0.892426168902191,0.680330168656792,0.755369963023925,2
-0.403125868840726,1.01259261038182,-1.24297555722157,-0.85692068881765,4
-0.403125868840726,0.226750633302437,-1.131330942742,-0.918019859586298,3
-0.403125868840726,1.14018086969529,-1.36828697052045,-1.01955757195309,4
-0.403125868840726,1.77390089226428,-1.25059902465188,-1.04242706888346,4
1.82614160861951,-1.73173182752958,0.97153031844788,2.4314964783126,2
-0.403125868840726,1.68815302460766,-1.41648439052938,-1.14487372890652,4
-0.403125868840726,-0.919819768092338,0.404617058753427,0.34167754629612,1
-0.403125868840726,0.361475506148982,-1.04090076563558,-0.397741376050694,3
-0.403125868840726,1.15105354837463,-1.36759392664502,-1.27435874346492,4
-0.403125868840726,-1.04524781565467,0.784214900699126,1.31285220403493,1
1.82614160861951,-1.22949480088781,1.16243558375831,2.0002866259253,2
-0.403125868840726,0.443655067039059,-0.228722882289067,-0.104519042256626,3
-0.403125868840726,1.24258940274378,-0.915142595071576,-1.07722881964434,4
4.42695366565645,-0.749730729808011,0.0322252300739371,0.552849185352986,2
-0.403125868840726,-0.541292986219554,0.613842312096767,0.562646652249827,1
-0.403125868840726,1.46062690453675,-1.00633705023295,-1.26371044598548,4
-0.403125868840726,1.32825876808168,-0.860518194452366,-1.3419420277768,4
-0.403125868840726,-0.466834988674396,-0.0982596900247857,-0.405085724018604,3
-0.403125868840726,0.24413518685653,2.16950873076022,-0.468945410011677,1
-0.403125868840726,-0.239700466128957,-1.09444388825507,-0.145036609519114,3
-0.403125868840726,2.06146434900741,-1.26722597608946,-1.2031300244923,4
-0.403125868840726,-0.475921524528135,0.0724094422948426,0.922536893583013,1
-0.403125868840726,0.291200768123193,-0.804198080548017,-0.0780728123362676,3
-0.403125868840726,0.893368719358636,-1.08916564021858,-1.02469558600677,4
-0.403125868840726,-0.578797630291372,2.04785452497582,0.113532465465461,1
-0.403125868840726,0.799330092777713,-1.16473668421018,-1.18897419898453,4
2.94077534734963,0.133693877161266,-1.08400299147565,-0.664082684219741,3
-0.403125868840726,1.30559493359406,-1.07752216773048,-1.09633238564271,4
-0.403125868840726,-0.734919761858666,0.56144994185098,0.798967800620376,1
-0.403125868840726,1.09685355809206,-1.17443348782177,-1.03582077823877,4
-0.403125868840726,-0.569540325010073,0.807511748528498,0.288522748445491,1
-0.403125868840726,-0.3330257432151,1.28022063185606,0.270845981737302,1
-0.403125868840726,2.24687472785014,-1.30259717252687,-1.19893857280695,4
-0.403125868840726,-0.482929899684408,-0.854057597071398,-0.173157867596663,3
-0.403125868840726,-0.342073834440153,2.10253647624555,-0.150963430654341,1
-0.403125868840726,-1.10051430832881,-0.26898169892958,0.760056274762086,1
-0.403125868840726,-0.243553101841632,-0.937290487153724,0.589716983247708,3
2.19768618819622,-1.88316333801628,1.42712894357825,2.5293286291283,2
-0.403125868840726,1.31193335060569,-1.36478228107381,-1.04619679881199,4
2.94077534734963,-0.731542871704883,-0.215536041824958,0.0758406243500706,2
-0.403125868840726,1.42407493449436,-0.591136303950943,-0.96095237717658,4
-0.403125868840726,0.0428599195513561,-0.209540063451692,-0.353953849165377,3
-0.403125868840726,-0.578206712152557,-0.229097740617509,-0.29839840746924,3
-0.403125868840726,-0.137234884477626,-0.27597477342415,-0.414297147398738,3
-0.403125868840726,0.980028880742391,-0.993137309594659,-0.598397081235304,4
-0.403125868840726,0.189795559230329,0.320176856012476,-0.120470770661838,3
-0.403125868840726,0.0253779908608308,0.091904999641663,-0.664048928486988,3
-0.403125868840726,-0.936105558027991,-0.00304001123990414,0.740592715712962,1
-0.403125868840726,-0.681302301795925,-0.667219491119133,0.222075957493825,3
2.19768618819622,-1.91406787275785,1.09808336109509,2.56366109953637,2
1.82614160861951,-1.75945459877121,1.10369223309244,2.91886498122393,2
-0.403125868840726,0.0482860428358474,-0.0671942346399588,-0.625696976285291,3
-0.403125868840726,0.0602837242648069,-0.495749721402398,-0.65325906693532,3
-0.403125868840726,0.825957917979416,-0.51040426682083,-0.970072190585101,4
-0.774670448417432,2.63074391512369,-1.23436580497817,-1.44453826738201,4
-0.403125868840726,1.0887791106939,-0.766501430417826,-0.795093089864218,4
-0.403125868840726,-0.103919522020861,-0.0476948183192786,-0.329144509776861,3
1.82614160861951,-1.40718125056232,0.621924327949586,1.94682330464116,2
-0.403125868840726,-0.411121678008121,-0.0535979268379649,-0.00192685601690873,3
-0.403125868840726,-0.526738172411549,1.79696692390861,0.405986948216736,1
-0.403125868840726,-0.198670799103317,2.06182093301638,0.0315586543381662,1
-0.403125868840726,-0.132491462522391,1.75064067191649,0.0566051022204976,1
-0.403125868840726,1.23303653085565,-1.1900224609747,-0.666192425391993,4
-0.403125868840726,-1.43723064771702,0.341587950611095,0.881138419561172,1
-0.403125868840726,1.62797416868691,-0.644926968196854,-0.90524353176674,4
-0.403125868840726,-0.349553653658403,-0.972757892029411,-0.175172217126208,3
-0.403125868840726,1.8360240785597,-0.884854225060744,-1.05280331554056,4
-0.403125868840726,1.53933435088506,-1.23770419108868,-1.23130406091411,4
-0.403125868840726,2.28392895142616,-1.36370223392647,-1.16456716452194,4
-0.403125868840726,0.525095576990284,-0.941094324596485,-0.852974880177354,3
2.94077534734963,0.24813428853919,-0.89437418031083,-0.893848342367714,3
-0.403125868840726,-0.192144675520022,0.229054457507722,0.631436506865106,1
-0.403125868840726,-0.7121439271451,2.31070951819056,0.082014375666188,1
2.19768618819622,-1.0570509081169,2.1456774679011,1.13144894215987,2
-0.403125868840726,1.96880951398431,-1.35058896218594,-1.21771985647843,4
-0.403125868840726,0.341892403752489,-0.53812498972751,-0.724032614238637,3
-0.403125868840726,-0.154914359414012,-0.425608517211566,-0.985965602870966,3
-0.403125868840726,-0.0497072187033693,-0.552392756572749,-0.935347331899963,3
-0.403125868840726,0.583116425677063,-0.816958227306984,-0.853660063800769,3
-0.403125868840726,0.333326671637836,-0.9028793653875,-1.23431682194824,3
-0.403125868840726,-0.196535320959446,-1.23411089715642,-0.224087881382983,3
-0.403125868840726,1.50650339074973,-0.765998727156695,-0.941732888823185,4
-0.403125868840726,0.311021528224286,-0.534241130691101,-0.715744542977668,3
2.19768618819622,-1.1072827674946,2.02991418199381,1.02009905431935,2
-0.403125868840726,0.117314529667693,-0.56902695718678,-1.05137119930902,3
-0.403125868840726,0.167754366421279,0.246532302432514,0.264681876885057,3
2.19768618819622,-1.34461076235636,2.01321542725766,1.71435990770458,2
-0.403125868840726,-0.749801328126141,2.24258525253975,0.753879538088859,1
-0.403125868840726,1.52284219663488,-1.20788814334236,-1.06240750520736,4
-0.403125868840726,-0.135693765670103,-1.06351171477893,-0.018482484298818,3
-0.403125868840726,-0.858825886043462,0.477797095279022,0.72786398383097,1
-0.403125868840726,1.73703114913724,-0.873560626447002,-0.647697739743757,4
-0.403125868840726,0.108369996980888,-0.0220714580077259,-0.176049438948176,3
-0.403125868840726,-0.730023851837765,0.649685758601805,0.433838449189601,1
-0.403125868840726,-0.533408557447659,-1.01671886304792,0.625546358568007,3
-0.403125868840726,1.40750287993896,-0.999913029212909,-1.12572919086703,4
